lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff
80f60ba5-4fb,generation_86,11f48292,0.22058823529411764,0.08901960784313723,0.23723109860108288,51,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,44,75,241,0,0,0
80f60ba5-4fb,generation_86,6c9ef262,0.14857142857142855,0.06857142857142856,0.22851277561532135,35,4.0,0.5784361543894965,0.28293379836396215,0.1721828592343102,0.5154969733417547,0.6363821559375656,0.09227384720361703,34,34,88,0,0,0
80f60ba5-4fb,generation_86,cde41e60,0.18707792207792207,0.07935064935064934,0.21962714522399399,77,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,68,86,220,4,0,0
80f60ba5-4fb,generation_86,a43da4dc,0.24069767441860462,0.09348837209302323,0.21224417175697585,43,5.0,0.8483809363896347,0.5747420829729746,0.5395399599537392,0.7161647784605325,0.6527301528811561,0.14226100402810554,0,0,131,131,0,0
80f60ba5-4fb,generation_86,8291e8fc,0.003749999999999993,0.02749999999999999,0.2063063817737782,20,5.0,0.5784361543894965,0.28293379836396215,0.1721828592343102,0.5154969733417547,0.6363821559375656,0.09227384720361703,20,8,46,0,0,0
80f60ba5-4fb,generation_86,fd5032a5,0.9499076122830629,1.299817161396406,0.19779179216550305,206523,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_87,fd5032a5,0.9499166331613499,1.2998352031529803,0.0,206523,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_87,ced3dc7a,0.21774193548387097,0.08838709677419353,1.2998352031529803,31,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,29,36,89,1,0,0
80f60ba5-4fb,generation_87,6286585e,0.14838235294117644,0.06852941176470587,0.6941111499635869,34,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,31,46,95,2,0,0
80f60ba5-4fb,generation_87,8944814e,0.36757437070938215,0.13057208237986268,0.4855839038972933,437,0.0,0.6522647628892712,0.528437335043284,0.5784314656424421,0.8157009519816221,0.8058474268129147,0.15356499217689576,0,0,2179,1324,0,0
80f60ba5-4fb,generation_87,aa774585,0.2249285714285714,0.08998412698412696,0.3968309485179356,3150,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,828,7670,4387,90,0,0
80f60ba5-4fb,generation_87,96ead995,0.2221153846153846,0.08935897435897433,0.3354615842111739,78,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,65,35,347,7,0,0
80f60ba5-4fb,generation_87,28a95d81,0.0719529652351738,0.04635991820040899,0.29444448256914063,163,1.0,0.5216818096982089,0.5733360204650586,0.40328377235388585,0.7596508082326412,0.8662128988791755,0.3399715832791489,60,371,205,32,0,0
80f60ba5-4fb,generation_87,fd5032a5,0.8915832998280167,1.2831685364863137,0.2590038305164647,206523,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_87,24ba377a,0.28907894736842105,0.10868421052631579,0.3870244187626958,38,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,35,51,142,0,0,0
80f60ba5-4fb,generation_87,246f15a6,0.2192307692307692,0.08871794871794869,0.35609772895865355,39,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,35,64,111,0,0,0
80f60ba5-4fb,generation_87,20c0860d,0.29499311926605504,0.10999847094801223,0.32935975093458303,32700,1.0,0.318035602593335,0.5526228824573283,0.47542693880916187,0.6168553211951391,0.5663842923703907,0.181816180363709,1096,89726,34040,5388,0,0
80f60ba5-4fb,generation_87,677e7281,0.004772727272727269,0.027727272727272722,0.3094178163903493,22,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,21,7,67,1,0,0
80f60ba5-4fb,generation_87,1e47bad8,0.08482824427480914,0.04996183206106869,0.2859436044184263,1310,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,396,3218,1808,36,0,0
80f60ba5-4fb,generation_87,fd5032a5,0.9499166331613499,1.2998352031529803,0.26779116039093726,206523,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_87,fd5032a5,0.9499166331613499,1.2998352031529803,0.34150859201679745,206523,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_87,7c932c7d,0.15459677419354836,0.06991039426523295,0.40539703275920963,558,2.0,0.5138892289733236,0.6689429889215759,0.1481170517797734,0.5136398090615673,0.8438678828971079,0.04459102515274793,137,1358,672,116,0,0
80f60ba5-4fb,generation_87,ebc158c0,0.22142857142857142,0.08920634920634918,0.38442911785333617,63,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,56,47,256,5,0,0
80f60ba5-4fb,generation_87,55d7894f,0.2483112311722331,0.09666175507531104,0.3670630726388075,10180,3.0,0.5138892289733236,0.6689429889215759,0.1481170517797734,0.5136398090615673,0.8438678828971079,0.04459102515274793,1273,26638,11450,1818,0,0
80f60ba5-4fb,generation_87,5df74ce8,0.1899706457925636,0.0799934768427919,0.35204077721861327,7665,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,459,20689,9799,229,0,0
80f60ba5-4fb,generation_87,8d77c48f,0.07696428571428571,0.0482142857142857,0.3377224982514648,28,3.0,0.5138892289733236,0.6689429889215759,0.1481170517797734,0.5136398090615673,0.8438678828971079,0.04459102515274793,25,8,63,2,0,0
80f60ba5-4fb,generation_87,7221ba1a,0.005624999999999996,0.027916666666666663,0.3232470876246058,24,3.0,0.5216818096982089,0.5733360204650586,0.40328377235388585,0.7596508082326412,0.8662128988791755,0.3399715832791489,22,11,55,3,0,0
80f60ba5-4fb,generation_87,a772f6bd,0.3650344026176569,0.13000764502614595,0.30918373424565637,32701,3.0,0.7299340450626547,0.3957214984787514,0.4302833866334959,0.40194530584450516,0.6294683369434433,0.04291442215392194,3495,86005,42387,1081,0,0
80f60ba5-4fb,generation_87,7a2544e0,0.30677716661755555,0.11335788887797528,0.30103936655386043,10181,4.0,0.5138892289733236,0.6689429889215759,0.1481170517797734,0.5136398090615673,0.8438678828971079,0.04459102515274793,1255,26570,12253,1879,0,0
80f60ba5-4fb,generation_87,21930687,0.1472413793103448,0.06827586206896549,0.2928793023070828,29,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,26,19,76,0,0,0
80f60ba5-4fb,generation_87,f23ff1ed,0.15178571428571427,0.06928571428571427,0.2835208256304946,70,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,63,93,377,7,0,0
80f60ba5-4fb,generation_87,db162701,0.29118644067796606,0.10915254237288134,0.27495142117670335,59,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,45,59,163,5,0,0
80f60ba5-4fb,generation_87,03b2a12b,0.012704081632653057,0.02948979591836734,0.2685745412227102,98,5.0,0.5138892289733236,0.6689429889215759,0.1481170517797734,0.5136398090615673,0.8438678828971079,0.04459102515274793,38,217,131,22,0,0
80f60ba5-4fb,generation_87,f992372e,0.30639240506329113,0.11253164556962023,0.2597195506558827,79,5.0,0.6522647628892712,0.528437335043284,0.5784314656424421,0.8157009519816221,0.8058474268129147,0.15356499217689576,0,0,251,249,0,0
80f60ba5-4fb,generation_87,e29a6246,0.18987644151565072,0.07997254255903348,0.25446283975994477,1821,6.0,0.5138892289733236,0.6689429889215759,0.1481170517797734,0.5136398090615673,0.8438678828971079,0.04459102515274793,423,4506,2292,342,0,0
80f60ba5-4fb,generation_87,b273a6bd,0.012877358490566034,0.029528301886792445,0.24844593295991335,106,6.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,30,269,124,1,0,0
80f60ba5-4fb,generation_88,f1c40e8e,0.3654907306434024,0.1301090512540894,0.0,2751,0.0,0.5693376832818743,0.6690595124348238,0.49194525229233876,0.4251298277607598,0.729617333339374,0.17540957168609994,94,7487,2810,531,0,0
80f60ba5-4fb,generation_88,0e60cfb0,0.1839189189189189,0.07864864864864864,0.1301090512540894,37,0.0,0.5693376832818743,0.6690595124348238,0.49194525229233876,0.4251298277607598,0.729617333339374,0.17540957168609994,34,15,159,4,0,0
80f60ba5-4fb,generation_88,a73b589a,0.1547085492227979,0.06993523316062174,0.10437884995136901,772,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,68,2077,940,28,0,0
80f60ba5-4fb,generation_88,5bb91a78,0.2901086956521739,0.10891304347826085,0.09289764435445325,46,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,40,41,150,1,0,0
80f60ba5-4fb,generation_88,fa2fd0a0,0.22505198305737387,0.0900115517905275,0.09690149413540515,12985,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,231,35499,15938,433,0,0
80f60ba5-4fb,generation_88,27cfdef3,0.2175,0.0883333333333333,0.09552350566642961,30,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,28,25,83,0,0,0
80f60ba5-4fb,generation_88,eaf985f7,0.07228682170542634,0.04643410852713178,0.09432514361091356,215,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,25,566,263,1,0,0
80f60ba5-4fb,generation_88,4e42271b,0.00696428571428571,0.02821428571428571,0.08748356717037331,28,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,26,15,132,0,0,0
80f60ba5-4fb,generation_88,3784deba,0.36508052394245216,0.1300178942094338,0.08007490698836237,13971,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,310,38177,17158,427,0,0
80f60ba5-4fb,generation_88,7147acf6,0.07796874999999999,0.04843749999999999,0.08562412779070364,32,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,29,34,95,0,0,0
80f60ba5-4fb,generation_88,284a7981,0.15498267097966725,0.0699961491065927,0.08190546501163327,12984,1.0,0.7663283074333087,0.4900950906360044,0.42079297399138205,0.764557486984883,0.8927177903363877,0.0968731200841325,256,35599,16085,379,0,0
80f60ba5-4fb,generation_88,e9beb245,0.004772727272727269,0.027727272727272722,0.08082279992935686,22,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,22,25,62,0,0,0
80f60ba5-4fb,generation_88,a9f9530e,0.22482057416267942,0.0899601275917065,0.07639817266251651,1254,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,171,3268,1562,40,0,0
80f60ba5-4fb,generation_88,5d74b3ab,0.005217391304347823,0.027826086956521733,0.0774413999647619,23,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,21,9,55,1,0,0
80f60ba5-4fb,generation_88,3e7ea450,0.012499999999999997,0.02944444444444444,0.07389744903560189,90,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,14,240,111,1,0,0
80f60ba5-4fb,generation_88,d8309753,0.24424242424242423,0.09575757575757574,0.07093391539619139,55,2.0,0.6971405404753348,0.5603479175751503,0.20563576706004771,0.6135269155248556,0.9117280183784844,0.042386136572058586,49,57,255,10,0,0
80f60ba5-4fb,generation_88,902e3ec2,0.0136280487804878,0.029695121951219504,0.07248539416877792,164,2.0,0.5693376832818743,0.6690595124348238,0.49194525229233876,0.4251298277607598,0.729617333339374,0.17540957168609994,20,447,182,28,0,0
80f60ba5-4fb,generation_88,fd5032a5,0.9499247519518085,1.2998514407338972,0.06996831933245096,206523,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_88,c23f68d1,0.07634615384615384,0.048076923076923066,0.1382951594103091,26,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,25,36,81,0,0,0
80f60ba5-4fb,generation_88,35ac1ebd,0.08427184466019416,0.04983818770226536,0.13354683118223612,309,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,49,805,379,9,0,0
80f60ba5-4fb,generation_88,13ee3af0,0.07796874999999999,0.04843749999999999,0.1293613990082376,32,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,30,21,74,0,0,0
80f60ba5-4fb,generation_88,f90c8cef,0.2481882656350741,0.09663442940038681,0.12550788000784532,1551,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,229,3984,1960,46,0,0
80f60ba5-4fb,generation_88,1d30b65c,0.06651515151515151,0.045151515151515144,0.12419545043477903,33,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,30,39,161,1,0,0
80f60ba5-4fb,generation_88,9df25c05,0.08426470588235294,0.04983660130718953,0.12075875759637623,306,3.0,0.5693376832818743,0.6690595124348238,0.49194525229233876,0.4251298277607598,0.729617333339374,0.17540957168609994,29,823,319,46,0,0
80f60ba5-4fb,generation_88,fd5032a5,0.8799247519518084,1.2798514407338972,0.11780366775099345,206523,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_88,328a2ad8,0.15444444444444444,0.06987654320987652,0.1642855786703096,405,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,72,1068,493,9,0,0
80f60ba5-4fb,generation_88,8cc8eec4,0.29083333333333333,0.10907407407407406,0.16065446192183142,54,3.0,0.5693376832818743,0.6690595124348238,0.49194525229233876,0.4251298277607598,0.729617333339374,0.17540957168609994,44,38,130,3,0,0
80f60ba5-4fb,generation_88,094b147a,0.30658484848484846,0.11331515151515148,0.15874407718672928,2750,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,349,7146,3555,67,0,0
80f60ba5-4fb,generation_88,fd5032a5,0.9499247519518085,1.2998514407338972,0.1571216155556015,206523,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_88,b341e639,0.2949838940586972,0.10999642090193269,0.19652609228588755,13970,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,293,38183,17349,449,0,0
80f60ba5-4fb,generation_88,cb984cc9,0.14838235294117644,0.06852941176470587,0.1936417699064224,34,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,31,9,82,0,0,0
80f60ba5-4fb,generation_88,6309b83e,0.013874999999999995,0.02974999999999999,0.18960588738572184,200,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,11,548,234,6,0,0
80f60ba5-4fb,generation_88,5a004f02,0.28907894736842105,0.10868421052631579,0.18461039090491807,38,4.0,0.5693376832818743,0.6690595124348238,0.49194525229233876,0.4251298277607598,0.729617333339374,0.17540957168609994,33,13,89,7,0,0
80f60ba5-4fb,generation_88,f2502ae5,0.2949115566037736,0.10998034591194968,0.18230959756011195,2544,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,318,6748,3251,72,0,0
80f60ba5-4fb,generation_88,4b615e31,0.2197674418604651,0.08883720930232555,0.18018226662928363,43,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,39,54,118,3,0,0
80f60ba5-4fb,generation_88,ca3a8a2d,0.18984868863483523,0.0799663752521856,0.1775724078485134,1487,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,227,3888,1935,35,0,0
80f60ba5-4fb,generation_88,892a84f4,0.12504901960784312,0.061862745098039205,0.17486112916528207,34,5.0,0.5693376832818743,0.6690595124348238,0.49194525229233876,0.4251298277607598,0.729617333339374,0.17540957168609994,32,55,171,4,0,0
80f60ba5-4fb,generation_88,6a2658c6,0.003749999999999993,0.02749999999999999,0.1718071187850863,20,5.0,0.5693376832818743,0.6690595124348238,0.49194525229233876,0.4251298277607598,0.729617333339374,0.17540957168609994,20,12,49,0,0,0
80f60ba5-4fb,generation_88,ebd460df,0.08473086124401913,0.0499401913875598,0.16800956302758405,836,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,37,2261,1045,32,0,0
80f60ba5-4fb,generation_88,dca68092,0.01351973684210526,0.029671052631578942,0.16498214324194238,152,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,28,407,189,2,0,0
80f60ba5-4fb,generation_88,a7c1f11b,0.14951219512195119,0.06878048780487803,0.1615993659766833,41,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,37,58,125,0,0,0
80f60ba5-4fb,generation_88,753179cb,0.1314144245142003,0.06327727952167413,0.1593354908993222,892,6.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,129,2380,1124,27,0,0
80f60ba5-4fb,generation_89,8f7ef7e3,0.37174999999999997,0.13149999999999998,0.0,200,0.0,0.8448942079340872,0.7246494295246741,0.5156669936065319,0.3969476854105505,0.8830286545138964,0.26765032717403575,0,0,779,790,0,0
80f60ba5-4fb,generation_89,78648c6f,0.12440860215053763,0.06172043010752687,0.13149999999999998,31,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,31,31,82,0,0,0
80f60ba5-4fb,generation_89,b28b53bc,0.06892857142857142,0.04642857142857142,0.09661021505376342,14,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,14,12,46,0,0,0
80f60ba5-4fb,generation_89,c6ae552b,0.14477272727272725,0.0677272727272727,0.07988300051203276,22,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,21,8,100,1,0,0
80f60ba5-4fb,generation_89,a33c99de,0.2971276595744681,0.11047281323877067,0.07684406856584275,423,0.0,0.8488403127625473,0.6312179388582828,0.5992890805756642,0.4427015614599076,0.868575564275323,0.101755395823795,0,0,1579,1683,0,0
80f60ba5-4fb,generation_89,9ebbf176,0.07724137931034482,0.04827586206896551,0.08356981750042833,29,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,27,12,124,2,0,0
80f60ba5-4fb,generation_89,f941364b,0.21796874999999996,0.08843749999999997,0.07768749159518452,32,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,29,12,146,1,0,0
80f60ba5-4fb,generation_89,3aad363f,0.2897674418604651,0.10883720930232556,0.07922320708158673,43,0.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,39,56,159,2,0,0
80f60ba5-4fb,generation_89,3af2a589,-0.003750000000000007,0.025833333333333326,0.0829249573591791,12,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,12,4,44,0,0,0
80f60ba5-4fb,generation_89,19afed19,0.18451219512195122,0.07878048780487804,0.07658144357852957,41,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,39,51,119,1,0,0
80f60ba5-4fb,generation_89,017bbd1d,0.21857142857142853,0.08857142857142855,0.07680134800116442,35,1.0,0.7248647676296103,0.5604061793317743,0.3775498673163304,0.5692719248744519,0.8546027435996173,0.10779540983873459,32,29,154,4,0,0
80f60ba5-4fb,generation_89,fd5032a5,0.9499320588632211,1.2998660545567224,0.07787135532573387,206523,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_89,fd5032a5,0.9499320588632211,1.2998660545567224,0.17970424692831624,206523,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,0,0,822873,823612,0,0
80f60ba5-4fb,generation_89,4571deae,0.004772727272727269,0.027727272727272722,0.26587053982280906,22,1.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,22,13,98,0,0,0
80f60ba5-4fb,generation_89,b391cb3a,0.4534930491195552,0.25879332715477293,0.24886030645884216,83,1.0,0.8093965638908283,0.9975460128206236,0.7681795048727418,0.08048134883295699,0.7864691551679321,0.49511940635670226,0,0,45,255,0,0
80f60ba5-4fb,generation_89,ef7be89a,0.2434420289855072,0.0955797101449275,0.24952250783857088,46,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,44,73,142,0,0,0
80f60ba5-4fb,generation_89,d5e2f52d,0.21666666666666665,0.08814814814814813,0.23990108298271817,27,2.0,0.7248647676296103,0.5604061793317743,0.3775498673163304,0.5692719248744519,0.8546027435996173,0.10779540983873459,24,13,98,5,0,0
80f60ba5-4fb,generation_89,478c3ec1,0.3686644951140065,0.13081433224755698,0.23097443975715523,307,2.0,0.8488403127625473,0.6312179388582828,0.5992890805756642,0.4427015614599076,0.868575564275323,0.101755395823795,0,0,1227,1225,0,0
80f60ba5-4fb,generation_89,97185bc7,0.14666666666666664,0.06814814814814814,0.22540998933995532,27,2.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,26,12,90,2,0,0
80f60ba5-4fb,generation_89,d127ad37,0.30624999999999997,0.11249999999999998,0.2171330503298602,80,2.0,0.8448942079340872,0.7246494295246741,0.5156669936065319,0.3969476854105505,0.8830286545138964,0.26765032717403575,0,0,311,306,0,0
80f60ba5-4fb,generation_89,7d997b65,0.29479243542435424,0.10995387453874536,0.21190139781336717,1084,2.0,0.8448942079340872,0.7246494295246741,0.5156669936065319,0.3969476854105505,0.8830286545138964,0.26765032717403575,0,0,4372,4312,0,0
80f60ba5-4fb,generation_89,5350fd71,0.3875,0.13499999999999998,0.207046753847909,60,3.0,0.8448942079340872,0.7246494295246741,0.5156669936065319,0.3969476854105505,0.8830286545138964,0.26765032717403575,0,0,6,192,0,0
80f60ba5-4fb,generation_89,bdde4521,0.37150289017341037,0.1314450867052023,0.20377190140027676,173,3.0,0.8448942079340872,0.7246494295246741,0.5156669936065319,0.3969476854105505,0.8830286545138964,0.26765032717403575,0,0,651,691,0,0
80f60ba5-4fb,generation_89,7a634af6,0.003157894736842101,0.02736842105263157,0.2006272572830996,19,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,19,15,61,0,0,0
80f60ba5-4fb,generation_89,42102386,0.005624999999999996,0.027916666666666663,0.19340813910683016,24,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,21,11,112,5,0,0
80f60ba5-4fb,generation_89,fd25f763,0.14774193548387096,0.06838709677419354,0.18678848020922362,31,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,30,11,125,0,0,0
80f60ba5-4fb,generation_89,1a000dbc,0.075625,0.047916666666666656,0.18223458084633787,24,3.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,20,14,68,0,0,0
80f60ba5-4fb,generation_89,da4c9881,0.007241379310344825,0.028275862068965513,0.1772598432841278,29,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,29,8,64,0,0,0
80f60ba5-4fb,generation_89,aa8b5a29,-0.0023076923076923127,0.026153846153846146,0.17193898681215772,13,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,13,4,38,0,0,0
80f60ba5-4fb,generation_89,72b82bd5,0.29426470588235293,0.10983660130718953,0.16691191299635388,306,4.0,0.8488403127625473,0.6312179388582828,0.5992890805756642,0.4427015614599076,0.868575564275323,0.101755395823795,0,0,1249,1192,0,0
80f60ba5-4fb,generation_89,49c6b40b,0.07374999999999998,0.04749999999999999,0.16500940260671507,20,4.0,0.6811966512240096,0.4483568849090329,0.4105239866868865,0.547952016405978,0.7252966139724993,0.5134970039661739,20,23,71,0,0,0
80f60ba5-4fb,generation_89,b7be7337,0.14838235294117644,0.06852941176470587,0.16121877671617588,34,4.0,0.8488403127625473,0.6312179388582828,0.5992890805756642,0.4427015614599076,0.868575564275323,0.101755395823795,0,0,180,126,0,0
80f60ba5-4fb,generation_89,29b724d5,0.21796874999999996,0.08843749999999997,0.1583222340614424,32,4.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,28,25,84,0,0,0
80f60ba5-4fb,generation_89,47177f30,0.24256410256410252,0.09538461538461536,0.1562045148474593,39,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,35,17,119,0,0,0
80f60ba5-4fb,generation_89,c75cf44d,0.3028531073446328,0.11248587570621467,0.15441569427502275,59,5.0,0.8803918519773462,0.4517528462287248,0.263154482340322,0.713414021988144,0.9795881538598608,0.04018124799136924,49,32,168,3,0,0
80f60ba5-4fb,generation_89,cb4fcf5c,0.14428571428571427,0.06761904761904759,0.15321769945877106,21,5.0,0.7248647676296103,0.5604061793317743,0.3775498673163304,0.5692719248744519,0.8546027435996173,0.10779540983873459,20,12,68,2,0,0
